cctv_id,areacode,district,address,latitude,longitude
381,C000474,中和區,"南山路 板南路(南山路-往北)",24.992457,121.503955
382,C000475,中和區,"景安路 南山路(南山路-往北)",24.991745,121.504582
383,C000476,中和區,"南山路 捷運路(南山路-往北)",24.991116,121.505206
384,C000477,中和區,"景安路 復興路(景安路-往北)",24.990275,121.503741
385,C000478,中和區,"景平路 景平路385巷(景平路-往南)",24.994594,121.502381
386,C000479,中和區,"景平路 景新街(景平路-往東)",24.992672,121.510517
387,C000480,中和區,"景平路 景平路151巷(景平路-往西)",24.992498,121.513978
388,C000481,中和區,"安樂路 安和路(中正路-往南)",24.993362,121.512008
389,C000482,中和區,"興南路 安樂路 景新街(安樂路-往北, 景新街-往北)",24.991364,121.511743
390,C000483,中和區,"景新街 景新街383巷(景新街-往北)",24.990173,121.512353
391,C000484,中和區,"興南路 信義街(興南路-往北)",24.989948,121.510548
392,C000485,中和區,"景新街 安平路(景新街-往東南, 安平街-往南)",24.993951,121.509045
393,C000486,新店區,"新店區 寶中路、品牌路",24.9796556,121.5460574
394,C000487,新店區,"新店區 中興路、品牌路",24.9770538,121.5465797
395,C000488,汐止區,康寧街、新設匝道,25.075635,121.643337
